alim_code	kcal	protein	glucid	lipid
25608	179.0	4.88	23.7	6.7
25609	130.0	4.5	8.87	8.3
25616	29.9	0.94	3.07	0.7
25629	168.0	4.06	17.4	8.3
26259	105.0	0.94	5.78	8.1
25900	55.0	3.74	6.6	1.12
25901	30.8	3.09	2.6	0.8
25903	39.4	0.76	5.05	1.56
25904	42.8	3.45	2.88	1.79
25905	34.5	0.86	4.43	1.22
25907	37.1	0.79	4.46	1.51
25908	30.8	1.3	3.86	1.0
25909	4.8	0.2	0.1	0.4
25910	40.4	1.35	4.93	1.4
25912	48.2	0.81	4.09	3.07
25913	33.2	0.61	3.89	1.41
25914	38.7	0.74	6.27	0.99
25915	62.9	3.75	5.4	2.5
25916	48.8	1.2	5.6	2.0
25917	30.4	1.2	5.2	0.35
25919	29.0	0.91	5.09	0.5
25923	29.8	0.97	5.25	0.44
25924	34.3	1.2	5.77	0.55
25925	26.1	0.63	4.84	0.41
25928	27.3	0.99	4.58	0.44
25930	9.05	0.6	1.33	0.15
25932	35.3	0.6	5.14	1.31
25933	37.7	1.1	5.87	0.8
25934	47.8	1.4	6.8	1.4
25935	36.2	0.76	5.79	0.97
25936	37.8	0.65	4.37	1.79
25942	24.0	0.58	4.37	0.4
25945	35.9	0.67	4.13	1.56
25947	5.58	0.6	0.5	0.13
25948	5.38	0.34	0.65	0.16
25949	21.6	0.63	4.21	0.18
25950	21.3	0.75	3.87	0.25
25953	31.9	2.0	4.1	0.5
25954	38.3	0.79	5.61	1.24
25955	22.3	0.7	3.4	0.5
25956	31.3	1.14	5.53	0.34
25957	25.1	0.42	3.95	0.8
25958	34.0	1.0	5.4	0.8
25962	50.2	1.34	5.09	2.51
25963	33.4	1.0	3.84	1.32
25964	34.8	0.72	5.31	1.07
25965	56.7	2.68	6.25	1.98
25967	32.8	0.65	3.38	1.62
25968	133.0	4.6	4.7	10.4
25969	37.4	1.27	4.5	1.37
25972	17.1	1.38	2.18	0.5
8601	116.0	20.4	0.3	3.68
8602	112.0	18.4	0.7	3.62
8612	94.1	15.7	0.6	3.2
25001	113.0	15.4	3.1	4.0
25033	84.6	8.93	4.17	3.3
25058	145.0	9.55	10.2	7.3
25063	108.0	14.9	0.5	5.0
25121	133.0	13.0	4.0	7.0
25125	193.0	14.5	2.6	13.8
25126	164.0	23.9	8.8	3.4
25172	104.0	11.3	3.65	4.6
25174	124.0	10.6	3.15	6.9
25175	189.0	10.6	1.2	14.7
25200	120.0	13.5	2.08	6.07
25201	180.0	9.5	4.5	13.5
25207	136.0	10.0	11.4	5.4
25211	117.0	9.0	5.5	6.5
25213	276.0	22.0	0.48	20.5
25538	271.0	15.2	0.55	23.0
25565	172.0	26.0	9.3	3.3
25585	139.0	21.9	0.33	5.2
25586	137.0	23.1	1.39	4.0
25009	138.0	5.99	9.39	8.22
25029	149.0	8.31	12.2	7.2
25043	90.7	5.9	11.5	1.9
25057	168.0	3.2	16.2	9.6
25127	132.0	7.69	14.0	4.53
25138	130.0	7.5	15.6	3.85
25152	128.0	7.59	12.5	4.73
25195	146.0	6.82	8.51	9.06
25587	168.0	7.0	10.5	10.2
25002	129.0	8.06	9.41	5.77
25003	109.0	5.06	2.8	8.06
25010	118.0	8.24	8.89	4.87
25013	77.5	10.9	3.2	2.02
25065	96.6	13.2	3.3	3.15
25071	82.1	6.0	3.7	4.3
25098	132.0	8.3	8.6	6.3
25099	161.0	10.5	10.1	7.86
25103	122.0	5.49	2.0	9.67
25106	94.9	5.3	2.0	6.6
25111	118.0	7.13	13.0	3.35
25123	147.0	5.82	5.16	10.8
25124	133.0	8.05	5.0	8.61
25159	132.0	12.8	4.5	6.83
25164	96.7	11.2	3.5	4.08
25190	107.0	9.3	2.5	6.4
25204	127.0	7.54	14.4	3.7
25205	78.2	5.0	7.8	3.0
25511	69.8	6.4	3.6	3.0
10082	92.0	10.3	7.43	2.24
10083	284.0	9.56	4.43	24.8
25037	105.0	6.13	8.39	5.1
25038	117.0	6.69	5.28	7.5
25077	133.0	8.36	7.43	7.65
25086	176.0	14.8	5.3	10.4
25128	75.2	9.31	3.1	2.3
25140	100.0	11.4	2.9	4.35
25141	80.0	11.5	2.2	2.8
25142	90.8	9.2	5.4	3.6
25143	79.9	9.16	3.0	3.25
25145	77.2	8.8	4.2	2.8
25146	114.0	11.8	3.9	5.5
25210	227.0	18.8	0.4	16.2
25539	127.0	18.0	0.86	5.71
25540	93.5	18.5	1.5	1.5
26054	132.0	13.3	3.18	7.05
26140	144.0	23.5	0.0	5.52
26249	107.0	22.0	0.0	2.18
26250	106.0	22.1	0.0	2.0
25031	148.0	7.86	17.1	4.9
25107	105.0	7.5	14.2	1.6
25154	117.0	6.39	8.57	6.15
25456	171.0	6.69	26.9	3.7
20262	81.2	2.6	12.1	1.77
25220	75.3	1.38	0.1	6.6
25571	252.0	8.25	18.7	14.4
25590	211.0	7.38	17.7	10.8
9082	188.0	5.29	29.5	4.84
9083	344.0	12.1	67.2	1.59
25019	95.3	4.22	12.5	2.83
25081	134.0	6.29	13.5	5.72
25085	116.0	5.32	13.6	4.07
25088	164.0	5.46	23.6	4.94
25110	190.0	5.5	27.8	5.5
25122	179.0	7.06	16.4	9.2
25131	103.0	2.75	11.0	4.85
25135	161.0	5.91	14.2	8.7
25139	148.0	7.28	13.0	7.1
25149	226.0	10.0	26.8	8.3
25150	108.0	4.32	16.4	2.25
25155	219.0	7.94	27.8	7.5
25157	265.0	11.4	40.3	5.79
25158	174.0	6.94	25.1	4.65
25181	268.0	11.3	37.3	7.69
25182	262.0	9.98	41.4	5.69
25183	104.0	4.88	12.6	3.4
25184	175.0	4.44	31.5	3.19
25185	167.0	4.85	28.3	3.57
25187	120.0	2.88	18.4	3.8
25188	130.0	5.75	12.5	6.07
25189	195.0	5.93	30.9	5.16
25192	91.1	2.88	13.5	2.45
25193	156.0	5.19	20.9	4.9
25198	163.0	7.17	15.9	7.4
25203	255.0	9.4	41.4	5.06
25216	199.0	7.98	25.7	6.53
25217	150.0	2.63	18.6	6.5
25218	122.0	4.38	11.8	5.9
25219	179.0	7.0	14.0	10.2
25635	133.0	6.1	11.4	6.6
4041	195.0	8.06	9.5	13.3
25020	184.0	12.9	3.8	12.6
25137	161.0	6.0	13.5	8.9
25437	399.0	16.2	22.7	26.6
25509	231.0	15.9	2.6	17.2
25546	263.0	17.4	15.3	14.6
20917	157.0	17.6	7.89	4.7
25225	284.0	13.5	22.4	14.9
25226	253.0	14.1	18.5	12.6
25227	251.0	15.5	19.7	10.9
25228	260.0	14.4	16.8	13.9
25229	245.0	16.9	18.8	10.0
25230	247.0	15.2	15.1	13.1
25231	91.7	3.13	12.5	2.7
25233	241.0	7.0	27.8	10.3
25234	211.0	5.31	28.0	7.6
25589	211.0	17.6	7.98	10.6
25591	170.0	10.6	16.7	5.6
25592	208.0	13.4	20.8	7.1
25593	215.0	17.5	8.15	11.0
25594	201.0	11.1	13.3	10.2
25595	204.0	16.8	6.08	12.0
25596	175.0	14.4	8.36	8.1
25597	180.0	15.1	7.72	9.1
30181	143.0	12.6	7.01	5.8
25404	227.0	9.09	29.6	7.64
25405	274.0	8.96	21.0	16.8
25409	136.0	5.75	18.7	4.0
25410	182.0	8.83	19.1	7.5
25411	150.0	4.83	20.7	5.02
25417	216.0	5.0	21.8	11.7
25435	218.0	10.3	28.0	6.69
25444	289.0	10.3	20.7	18.0
25454	241.0	5.5	20.0	14.3
25457	227.0	10.3	27.2	8.03
25459	170.0	8.0	14.3	8.5
25460	158.0	12.7	16.0	4.5
25462	248.0	10.4	26.5	10.7
25463	200.0	10.3	24.6	6.65
25464	231.0	10.1	26.7	8.78
25468	245.0	10.7	26.9	9.96
25472	214.0	8.48	25.7	8.0
25477	217.0	7.8	31.6	6.1
25478	267.0	13.1	28.2	10.5
25516	233.0	10.8	27.3	8.39
25528	284.0	6.4	33.8	13.1
25529	280.0	7.0	23.5	17.2
25548	205.0	9.54	25.7	6.66
25549	149.0	6.02	17.7	5.75
25550	300.0	8.81	31.8	14.8
25552	159.0	8.3	16.6	6.3
25553	243.0	5.76	21.6	14.3
25555	215.0	8.53	21.0	10.5
25560	251.0	10.2	23.7	12.6
25561	218.0	5.17	19.3	12.8
25562	209.0	12.7	15.2	9.8
25564	266.0	8.25	24.2	14.5
25568	218.0	12.3	14.1	12.2
25570	255.0	11.2	27.7	10.6
25572	168.0	7.7	15.8	8.0
25573	267.0	8.11	22.7	15.6
25581	172.0	5.5	18.5	7.7
25623	315.0	14.1	22.1	18.3
25625	206.0	8.5	14.3	12.4
26256	151.0	8.6	11.9	7.5
26267	244.0	7.08	22.2	13.6
26268	306.0	8.15	30.9	16.0
26270	220.0	10.8	23.3	8.78
26271	211.0	9.4	26.6	7.01
26272	215.0	9.95	27.5	6.68
26273	276.0	11.8	27.5	12.7
26274	240.0	12.2	25.7	9.43
7811	233.0	8.0	29.5	8.75
7812	306.0	9.53	38.8	11.8
25403	278.0	10.9	26.3	13.8
25413	246.0	13.3	28.3	8.44
25414	268.0	14.0	23.1	12.9
25415	299.0	15.5	21.5	16.7
25416	263.0	12.2	26.7	11.5
25428	233.0	15.2	17.4	10.9
25429	246.0	15.0	23.6	9.8
25431	274.0	10.3	32.0	11.3
25434	243.0	14.2	27.2	8.35
25475	222.0	10.1	30.9	5.98
25476	247.0	10.0	36.3	6.35
25485	285.0	13.3	26.9	13.1
25488	265.0	11.5	40.8	5.6
25490	198.0	8.87	25.0	6.03
25502	249.0	12.7	23.8	11.0
25513	215.0	7.95	30.3	6.48
25517	285.0	9.93	33.7	11.5
25518	339.0	11.9	34.3	16.7
25519	298.0	10.1	32.1	13.9
25520	383.0	13.7	32.0	21.6
25521	286.0	12.2	32.7	10.9
25522	243.0	14.2	27.2	8.35
25523	233.0	9.09	17.8	13.3
25530	221.0	6.54	30.0	7.9
25531	255.0	12.4	30.6	8.82
25532	247.0	8.52	30.9	9.47
25533	267.0	12.0	30.1	10.6
25535	282.0	13.1	31.0	11.4
25536	379.0	12.5	33.2	21.4
25542	264.0	13.7	16.9	15.5
25543	277.0	11.2	31.4	11.6
25544	267.0	11.7	25.1	12.4
25547	273.0	11.3	26.8	12.9
25574	243.0	10.0	23.1	11.6
25575	240.0	9.82	23.1	11.3
25576	292.0	12.9	26.1	14.6
25577	232.0	9.18	23.7	10.4
7814	321.0	11.6	25.6	18.4
25108	230.0	9.33	16.5	13.7
25151	255.0	6.55	26.5	13.0
25169	149.0	5.9	28.0	1.4
25399	321.0	6.69	23.1	22.1
25401	302.0	8.25	28.1	17.1
25402	348.0	9.59	25.9	22.6
25412	292.0	6.12	23.5	18.9
25418	243.0	7.9	19.2	14.6
25419	103.0	4.57	16.6	1.82
25420	216.0	6.48	21.1	11.2
25438	187.0	12.2	8.48	11.5
25503	206.0	6.72	13.4	13.8
25508	290.0	8.46	25.7	16.7
25551	238.0	18.7	10.0	13.5
25557	255.0	10.4	12.3	18.1
25558	342.0	10.4	33.5	17.0
25559	215.0	3.25	19.6	13.4
25578	301.0	8.39	26.1	17.8
25580	249.0	6.42	18.4	16.3
25582	197.0	8.06	20.9	8.1
25583	237.0	6.88	22.6	12.7
25584	213.0	7.44	23.7	9.2
26266	258.0	8.92	22.0	14.5
13004	205.0	1.56	0.83	20.6
20004	16.4	1.0	1.63	0.5
20009	40.2	0.63	7.59	0.5
20010	21.7	2.37	1.88	0.23
20014	30.0	1.13	4.33	0.5
20016	26.2	1.81	2.13	0.7
20019	15.6	0.64	2.54	0.11
20020	16.5	1.23	1.8	0.26
20023	17.6	0.63	2.41	0.5
20026	20.2	1.19	2.83	0.5
20028	21.8	1.0	2.63	0.5
20039	32.3	1.49	4.9	0.25
20045	14.5	0.94	1.53	0.5
20047	19.3	0.86	2.49	0.26
20055	29.3	1.38	3.98	0.5
20056	28.0	2.62	3.15	0.36
20070	34.0	1.97	4.35	0.17
20085	26.0	0.81	3.43	0.5
20087	36.6	1.06	5.98	0.5
20089	29.2	0.94	5.52	0.3
20097	63.6	1.81	12.2	0.5
20099	16.8	2.0	0.5	0.5
20101	65.1	2.26	5.71	2.65
20103	33.1	2.28	2.3	0.78
20105	24.5	3.16	0.1	0.54
20114	25.5	3.06	1.5	0.36
20116	36.5	1.38	4.63	0.6
20123	17.9	1.25	1.78	0.5
20126	105.0	6.84	15.3	0.86
20159	23.2	2.0	2.45	0.3
20160	31.6	3.13	3.03	0.43
20161	25.3	2.3	2.45	0.4
20168	30.7	0.94	4.73	0.3
20172	33.7	1.31	5.62	0.5
20181	58.3	1.54	10.1	0.4
20192	19.8	0.5	3.23	0.5
20198	35.1	2.52	5.08	0.2
20210	14.7	0.56	2.23	0.5
20228	15.9	1.8	0.83	0.25
20236	26.7	1.42	3.35	0.29
20238	36.3	1.31	5.63	0.4
20239	37.8	1.19	6.39	0.5
20263	34.1	1.44	4.69	0.44
20270	18.3	2.06	0.85	0.4
20276	20.3	0.5	3.59	0.5
20288	17.9	1.13	2.58	0.3
20295	14.3	1.13	1.03	0.5
20496	46.5	2.05	6.75	0.7
20584	20.1	0.5	3.03	0.5
20003	42.8	1.44	7.13	0.4
20005	14.7	0.7	1.23	0.5
20007	21.9	0.67	3.4	0.2
20008	18.9	0.55	2.6	0.1
20011	24.9	1.87	2.56	0.29
20017	20.9	1.6	1.6	0.46
20021	15.5	0.93	1.4	0.36
20030	29.4	2.0	3.0	0.17
20036	81.5	5.12	10.7	0.8
20048	18.3	1.07	1.89	0.28
20051	40.4	2.32	5.59	0.28
20062	23.1	1.33	2.07	0.31
20066	106.0	2.82	18.4	1.68
20068	99.2	4.4	17.1	0.53
20071	36.3	1.95	5.1	0.19
20074	47.3	2.63	3.24	0.3
20078	13.1	0.63	1.38	0.15
20079	19.4	2.23	0.7	0.37
20093	49.0	2.51	7.39	0.33
20102	28.7	2.17	3.0	0.47
20122	18.0	1.61	1.05	0.22
20125	38.4	4.44	4.53	0.6
20133	67.8	1.32	13.4	0.3
20155	26.0	1.8	2.31	0.5
20156	25.2	1.2	3.02	0.5
20169	26.1	1.2	3.63	0.5
20170	47.1	1.4	7.54	0.4
20209	32.9	0.58	4.52	0.68
20212	60.9	1.56	12.3	0.22
20216	30.5	2.25	3.39	0.3
20258	61.8	1.94	4.25	3.4
20261	31.5	0.88	5.06	0.3
20268	92.8	3.73	17.0	0.29
20271	54.5	3.48	6.8	0.28
20277	18.6	1.44	1.63	0.3
20289	31.1	0.88	4.13	0.6
20290	35.8	3.0	2.03	0.8
20291	44.8	1.31	7.05	0.5
20292	30.7	1.06	5.24	0.5
20298	44.4	1.44	4.57	1.6
20299	26.6	2.69	1.73	0.3
20300	33.8	1.31	3.83	0.3
20301	16.9	0.88	1.43	0.3
20302	23.5	2.5	1.23	0.4
20303	23.1	2.19	1.03	0.5
20304	37.6	4.13	2.53	0.7
20305	35.7	0.75	6.33	0.3
20306	31.6	0.5	5.73	0.3
20307	41.6	0.63	7.33	0.3
20308	23.5	1.0	3.23	0.3
20309	45.4	3.19	5.4	0.3
20310	34.9	1.19	5.7	0.3
20311	21.6	1.63	1.83	0.3
20312	30.1	2.56	3.41	0.3
20313	23.0	1.5	3.13	0.3
20314	16.7	0.75	2.48	0.3
20315	26.2	0.94	4.32	0.3
20316	23.5	1.13	4.38	0.3
20317	13.7	0.5	1.94	0.3
20318	34.6	2.19	4.45	0.3
20320	28.0	1.75	3.39	0.3
20321	21.1	0.75	3.23	0.3
20322	40.2	1.56	6.73	0.3
20323	27.6	1.13	3.56	0.3
20324	42.4	1.69	7.55	0.3
20325	90.8	1.94	16.6	0.5
20326	80.3	6.38	9.93	0.6
20327	27.4	2.56	2.23	0.3
20328	35.8	1.0	5.33	0.6
20329	35.7	0.94	6.53	0.3
20330	28.6	1.25	3.53	0.3
20331	38.2	1.06	6.88	0.3
20332	30.2	0.5	5.66	0.3
20333	57.9	2.63	9.29	0.3
20334	25.3	1.0	3.53	0.4
20335	66.9	2.0	12.3	0.4
20336	28.1	3.38	0.85	0.7
20499	43.5	2.11	5.81	0.3
20590	50.8	2.13	9.11	0.5
20211	316.0	9.58	63.9	0.99
20256	187.0	4.27	13.4	11.7
20296	17.7	1.69	1.7	0.3
20297	22.2	0.63	3.5	0.3
4000	354.0	0.19	87.8	0.02
4002	91.9	1.96	20.1	0.1
4003	80.5	1.8	16.7	0.34
4004	545.0	5.67	51.1	34.3
4008	80.5	2.16	16.2	0.18
4011	59.9	1.47	11.7	0.34
4013	181.0	2.76	24.9	7.22
4014	73.6	1.7	15.4	0.2
4015	137.0	2.5	17.3	5.7
4016	371.0	10.5	69.4	3.97
4017	97.9	1.92	10.2	5.18
4018	88.8	1.87	14.2	2.4
4019	67.3	2.63	12.1	0.53
4020	285.0	4.62	25.6	17.7
4021	302.0	4.5	30.2	17.7
4022	361.0	8.04	76.1	0.46
4023	76.4	1.88	15.9	0.3
4025	174.0	3.25	25.3	5.8
4026	89.4	2.5	18.5	0.13
4027	156.0	2.81	23.0	4.8
4028	76.1	1.81	15.7	0.5
4029	71.6	1.84	14.9	0.1
4030	213.0	3.75	32.6	6.6
4032	285.0	3.28	39.4	11.9
4034	218.0	3.44	29.5	8.5
4035	191.0	2.81	28.5	6.6
4036	213.0	2.54	21.9	12.1
4037	570.0	5.62	49.8	37.6
4038	463.0	6.58	62.1	19.8
4039	182.0	2.38	22.5	8.3
4042	178.0	2.8	23.2	7.72
4043	135.0	2.32	20.9	4.2
4044	154.0	2.41	23.4	5.09
4045	254.0	3.5	34.0	10.8
4046	244.0	3.12	29.1	12.1
4047	91.8	2.11	12.7	3.25
4048	93.2	2.01	17.2	1.37
4101	86.3	1.51	18.3	0.15
4102	62.8	1.69	12.2	0.15
4103	79.8	1.1	12.1	2.0
20050	81.9	1.8	16.0	0.7
20196	60.7	1.94	11.5	0.31
53101	125.0	0.79	28.9	0.18
53200	107.0	1.5	22.8	0.2
53201	131.0	0.52	29.5	0.11
53502	111.0	1.53	23.8	0.17
53503	109.0	1.49	23.6	0.14
54031	157.0	1.31	36.3	0.29
54034	132.0	0.69	32.0	0.043
54500	105.0	1.07	22.2	0.23
20293	131.0	9.63	13.7	0.5
20500	82.9	8.06	9.35	0.8
20502	112.0	6.75	12.0	1.1
20503	116.0	9.63	12.3	0.6
20507	147.0	8.31	17.7	3.0
20513	112.0	6.75	12.0	1.1
20587	127.0	10.1	16.2	0.58
13000	45.9	0.81	9.01	0.5
13002	54.4	0.5	11.7	0.5
13005	90.5	1.06	19.7	0.5
13008	55.7	0.81	13.0	0.3
13009	27.6	0.5	1.56	0.5
13012	69.4	1.19	13.5	0.5
13014	38.6	0.63	6.03	0.5
13015	49.2	1.19	5.83	0.8
13016	101.0	2.13	10.9	3.0
13018	80.6	1.44	14.3	1.2
13019	68.5	1.56	7.06	0.7
13021	60.5	0.88	11.0	0.6
13023	81.0	1.13	16.1	0.5
13024	47.3	0.81	9.17	0.5
13025	73.9	0.63	14.3	0.5
13026	62.7	1.13	14.8	0.5
13027	76.9	0.63	18.0	0.5
13028	57.7	0.87	10.6	0.33
13029	47.3	1.13	6.53	0.7
13034	45.5	0.75	8.03	0.5
13035	42.2	0.75	8.53	0.3
13036	38.9	0.69	8.33	0.5
13040	39.8	0.5	8.02	0.5
13041	71.3	0.94	16.4	0.5
13044	73.4	0.75	16.6	0.5
13066	68.6	0.88	14.3	0.3
13067	40.2	1.13	3.14	0.3
13086	54.9	0.5	11.7	0.5
13101	79.1	0.75	16.9	0.5
13121	53.9	0.5	11.4	0.5
13122	51.5	0.5	10.7	0.5
13148	51.3	0.69	11.3	0.5
13149	51.8	0.81	11.4	0.5
13188	53.1	0.5	11.4	0.5
13189	54.1	0.5	11.5	0.5
13190	51.8	0.5	11.2	0.5
13191	54.5	0.5	11.9	0.5
13192	60.1	0.5	12.8	0.5
13193	47.2	0.69	9.48	0.5
13194	46.1	0.63	9.63	0.5
13195	46.3	0.69	9.8	0.5
13620	57.1	0.5	12.8	0.5
13621	90.1	0.69	20.0	0.5
13999	59.5	0.7	11.6	0.26
13038	102.0	0.23	24.4	0.21
13108	102.0	0.5	23.9	0.092
13109	66.0	0.5	15.3	0.08
13151	65.1	0.5	15.1	0.08
13153	58.9	0.5	13.4	0.3
13185	80.1	0.25	18.6	0.15
13187	56.4	1.13	11.7	0.3
13734	64.9	0.5	13.9	0.4
13001	239.0	2.88	59.1	0.5
13042	229.0	1.63	55.4	0.4
13046	321.0	3.0	73.2	0.9
13051	389.0	2.19	69.5	10.5
13178	333.0	0.5	76.4	1.0
13623	200.0	2.31	51.1	0.4
13200	88.8	0.75	19.3	0.5
13201	71.8	0.94	15.1	0.3
13202	40.0	0.56	7.88	0.3
15018	560.0	19.6	27.1	39.6
15049	541.0	14.8	31.8	37.2
15054	618.0	20.5	21.3	48.1
15055	630.0	20.5	23.5	49.0
15201	432.0	7.0	70.3	13.5
20901	432.0	37.8	20.8	19.2
9081	149.0	5.94	27.4	0.9
9085	147.0	5.12	18.8	4.3
9086	165.0	3.75	21.4	6.9
9103	158.0	3.38	32.6	1.0
9104	145.0	3.06	31.8	0.41
9105	146.0	3.1	31.7	0.56
9110	141.0	3.63	28.2	0.69
9111	102.0	3.99	19.7	0.34
9124	143.0	3.06	30.5	0.7
9125	117.0	2.88	24.4	0.6
9313	75.5	2.72	11.9	1.52
9322	119.0	2.42	24.4	0.44
9331	116.0	3.76	22.4	1.0
9341	149.0	5.0	27.9	1.1
9615	77.5	1.38	16.9	0.3
9683	157.0	5.0	31.0	1.0
9691	111.0	4.0	21.7	0.5
9811	126.0	4.38	25.0	0.55
9816	168.0	6.31	32.0	1.3
9822	134.0	4.94	23.0	2.0
9824	163.0	3.25	34.4	1.1
9871	128.0	4.88	23.4	0.9
9875	170.0	3.38	36.6	0.8
9876	168.0	12.6	25.1	0.8
9901	89.3	1.5	20.1	0.5
9903	61.2	0.63	14.4	0.1
25479	185.0	5.6	34.4	2.4
25510	177.0	5.01	33.6	2.05
25579	181.0	6.34	34.0	7.88
51511	76.0	2.19	14.0	0.48
9001	344.0	15.6	59.5	2.43
9003	342.0	15.6	59.5	2.13
9011	211.0	8.03	41.4	1.27
9060	343.0	13.0	62.4	2.24
9080	359.0	14.7	67.7	1.83
9100	352.0	7.4	78.0	0.91
9101	356.0	7.47	78.6	0.98
9102	350.0	7.38	71.4	2.8
9108	344.0	11.7	69.2	0.94
9109	352.0	8.38	70.6	3.0
9119	353.0	8.06	77.8	0.84
9121	355.0	7.5	78.1	1.0
9200	346.0	8.1	67.2	3.7
9310	378.0	18.1	55.7	6.9
9320	334.0	13.4	56.2	2.3
9321	346.0	10.6	68.6	1.16
9330	359.0	11.8	64.3	4.21
9340	358.0	14.1	58.1	6.07
9345	369.0	14.5	58.6	7.02
9360	349.0	10.6	65.4	3.46
9380	356.0	12.9	64.6	3.55
9390	334.0	10.5	61.0	1.97
9610	352.0	12.0	71.6	1.25
9611	122.0	3.75	24.0	0.8
9612	354.0	15.0	59.0	4.0
9614	350.0	7.88	74.0	1.8
9681	365.0	13.2	72.7	1.45
9690	351.0	12.4	66.8	1.71
9810	336.0	12.6	65.8	1.79
9815	283.0	11.1	53.8	1.87
9821	381.0	15.2	68.0	4.72
9863	371.0	13.0	71.0	3.0
9870	353.0	12.6	67.6	2.2
9874	356.0	6.61	79.0	1.24
9900	365.0	7.81	80.5	1.0
9902	344.0	0.63	84.7	0.14
26264	176.0	4.66	35.0	1.42
26265	200.0	6.2	37.0	2.6
51510	323.0	10.3	55.8	2.25
7000	276.0	9.01	54.4	1.61
7001	287.0	9.06	58.3	1.4
7002	261.0	8.13	53.1	1.3
7007	279.0	8.94	56.6	1.0
7010	265.0	9.43	54.0	0.33
7012	266.0	8.67	52.0	2.0
7025	257.0	9.52	49.9	1.19
7100	253.0	8.25	50.0	1.3
7110	244.0	9.19	44.3	1.8
7111	262.0	9.33	43.7	4.06
7112	278.0	7.5	46.0	5.5
7113	274.0	9.66	43.6	5.41
7115	249.0	8.8	44.4	2.6
7125	260.0	9.06	51.5	1.0
7130	261.0	2.75	51.8	3.3
7160	279.0	9.1	56.5	1.3
7170	272.0	8.4	55.9	1.1
7180	259.0	8.26	53.0	0.92
7200	278.0	7.81	52.3	3.6
7201	271.0	8.25	49.5	3.8
7210	309.0	8.63	52.4	6.5
7255	269.0	10.5	46.9	3.2
7256	217.0	13.7	32.9	1.87
7257	228.0	11.6	39.6	1.88
7258	272.0	10.2	47.3	3.98
7259	293.0	9.95	49.7	5.35
7260	256.0	8.56	52.1	0.9
7261	240.0	8.75	46.7	0.9
7262	285.0	9.75	46.3	5.75
7263	330.0	10.1	54.6	7.1
7813	313.0	9.06	54.7	5.8
7815	327.0	9.15	52.1	8.2
7004	317.0	10.4	64.0	1.3
7300	409.0	10.8	76.6	5.9
7301	417.0	11.9	69.0	9.28
7310	405.0	11.4	74.0	5.88
7330	398.0	12.9	66.7	7.22
7340	393.0	12.8	67.0	6.17
7351	450.0	8.5	75.0	12.0
7352	385.0	7.69	80.5	3.0
7353	394.0	8.86	82.4	2.5
7400	404.0	10.7	74.4	6.16
7403	419.0	11.6	70.8	9.19
7407	402.0	9.75	68.5	8.25
7409	396.0	11.3	63.0	9.0
7410	379.0	10.9	73.7	3.57
7420	398.0	11.5	66.4	8.0
7421	401.0	8.75	70.8	8.0
7425	419.0	12.1	68.8	9.3
7431	374.0	13.5	70.0	2.85
7432	495.0	9.19	59.1	24.1
7500	374.0	12.7	70.0	3.77
7525	433.0	13.9	65.3	11.8
38500	492.0	8.81	58.9	24.1
9230	485.0	11.0	52.6	23.8
9231	417.0	10.2	60.0	12.3
9232	418.0	3.0	85.4	6.5
38104	508.0	3.1	63.7	26.6
38105	495.0	6.56	59.5	24.7
38106	484.0	4.25	60.5	24.1
38107	379.0	11.2	74.4	3.13
38108	409.0	19.0	58.3	9.33
38399	486.0	9.2	60.3	22.3
38400	489.0	6.96	62.1	23.0
38401	537.0	13.8	46.3	32.2
38402	499.0	10.5	59.0	23.9
38403	410.0	6.53	73.1	9.33
38404	487.0	13.3	54.8	22.9
38405	521.0	4.63	59.1	28.8
38406	518.0	15.8	45.4	29.7
38407	509.0	12.3	53.7	26.5
38408	555.0	9.3	48.8	35.6
4090	348.0	0.0	86.3	0.2
9311	367.0	14.2	57.9	6.51
9410	343.0	10.3	68.6	1.5
9415	342.0	12.2	64.9	1.52
9435	346.0	14.9	67.6	1.0
9436	350.0	9.9	73.7	1.0
9437	350.0	10.0	74.0	1.0
9440	356.0	9.94	75.9	0.82
9445	355.0	10.9	73.2	1.18
9480	352.0	12.5	64.0	3.0
9510	362.0	0.43	89.2	0.25
9520	357.0	8.0	73.9	2.5
9530	315.0	17.1	44.8	2.22
9532	344.0	8.7	70.7	1.37
9533	344.0	7.76	70.9	1.12
9540	348.0	11.5	68.4	2.19
9545	361.0	6.23	78.1	2.1
9550	339.0	10.6	64.5	2.3
9555	350.0	10.2	63.2	4.1
9580	359.0	22.4	47.0	6.69
20900	460.0	39.2	22.9	21.4
96781	343.0	0.63	85.0	0.0
23402	279.0	8.45	44.6	7.01
23410	377.0	5.87	43.6	19.5
23412	505.0	8.19	58.3	26.4
23414	384.0	6.33	44.9	19.5
23415	387.0	6.2	43.3	20.7
23416	497.0	8.31	61.1	23.9
23420	377.0	5.93	41.4	20.4
23421	400.0	3.6	33.3	27.4
23422	531.0	7.88	54.1	31.0
23424	368.0	6.14	39.7	20.1
23425	398.0	5.47	35.3	25.8
23426	509.0	5.05	57.0	28.7
23430	378.0	6.75	82.4	1.76
23440	404.0	5.3	51.0	19.6
23442	505.0	5.7	64.4	24.6
23444	383.0	5.95	53.6	15.8
23445	289.0	7.1	50.8	6.0
23446	423.0	4.9	60.9	17.5
23448	469.0	6.2	63.0	20.9
